Hero,Hero Name,Role,Element,Hero Skill Names,Hero Skill Descriptions,Hero Skill Turns,Soul Burn Count,Soul Burn Descriptions
c1017,Achates,manauser,fire,"[""Magic Design"", ""Rapid Cure"", ""Curing Prayer""]","[""Attacks with a staff, with a [color=orange]50%[/color] chance to [color=red]decrease Attack[/color] for 2 turns."", ""[b]Recovers[/b] an ally's Health and grants [color=#1080e5]invincibility[/color] for 1 turn, before [b]decreasing skill cooldown[/b] by 1 turn. Amount recovered increases proportional to the caster's Max Health."", ""[b]Dispels debuffs[/b] from all allies before [b]healing[/b] them. Healing increases proportional to the [b]caster's max Health[/b].""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases the amount recovered.""]"
c1107,Kizuna AI,manauser,fire,"[""Aitan Beeeam! ☆"", ""Crisis Avoidance ♪"", ""Super Intelligent AI""]","[""Attacks by firing a heart at the enemy, before [b]dispelling a debuff[/b] from an ally. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""[b]Heals[/b] the ally with the lowest Health at the end of the turn. Amount recovered increases proportional to the [b]caster's max Health[/b]."", ""Cheers on allies, granting [color=#1080e5]increased Attack[/color] and a [color=#1080e5]barrier[/color] to all allies for 3 turns, before granting [color=#1080e5]increased Speed[/color] to the caster for 2 turns. Barrier strength increases proportional to the [b]caster's max Health[/b].""]","['', '', '4 turns']","['Soulburn (10 souls)', '', '']","[""[b]Dispels a debuff[/b] from all allies."", """", """"]"
c1028,Clarissa,warrior,ice,"[""Harsh Lesson"", ""Rage"", ""Hysteric""]","[""Attacks with a morning star, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""The caster becomes [color=#1080e5]enraged[/color] for 3 turns and activates Kya-hahaha when an enemy is defeated by Harsh Lesson or Hysteric. [b]Kya-hahaha[/b] ( [color=#1080e5]Acquire 1 Soul[/color] ): Attacks [b]all enemies[/b] by swinging an iron mace."", ""Attacks [b]all enemies[/b] by spinning, inflicting two [color=red]bleeding[/color] effects for 2 turns, with a 70% chance to [color=red]decrease Defense[/color] for 2 turns. When an enemy is defeated, [b]resets skill cooldown[/b]. When the caster is [color=#1080e5]enraged[/color], damage dealt is increased.""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1036,Crozet,knight,ice,"[""Rush"", ""Mark of Protection"", ""Breakthrough""]","[""Attacks with a sword, with a [color=orange]75%[/color] chance to [color=red]decrease Attack[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Defense[/b]."", ""Grants a [color=#1080e5]barrier[/color] and [color=#1080e5]increased Defense[/color] to an ally for 2 turns when the ally's Health is 50% or less after being attacked. Barrier strength increases proportional to the [b]target's max Health[/b]. Can be activated once per turn."", ""Attacks [b]all enemies[/b] with a swordstorm, [b]decreasing their Combat Readiness[/b] by [color=orange]50%[/color], before a 75% chance to [color=red]provoke[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Defense[/b].""]","['', '1 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1003,Rose,knight,ice,"[""Sequential Cutter"", ""Shield of Light"", ""Goddess of Victory""]","[""Attacks with a sword, with a [color=orange]75%[/color] chance to [color=red]provoke[/color] for 1 turn when the caster's Health is 50% or more, and [color=#1080e5]increases Defense[/color] of the caster for 1 turn when the caster's Health is less than 50%. Damage dealt increases proportional to the [b]caster's Defense[/b]."", ""Covers an ally with the Shield of Light, [b]dispelling two debuffs[/b] and granting a [color=#1080e5]barrier[/color] for 2 turns before [b]increasing Combat Readiness[/b] by [color=orange]20%[/color]. Barrier strength is proportional to the [b]caster's Defense[/b]."", ""Gives blessing to all allies, [color=#1080e5]increasing Attack[/color] for 2 turns, and [b]Combat Readiness[/b] by [color=orange]25%[/color]. Grants [color=#1080e5]increased Defense[/color] to the caster for 2 turns.""]","['', '3 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Extends duration of buffs granted by this skill by 1 turn.""]"
c1033,Coli,assassin,ice,"[""Ambush"", ""Accurate Strike"", ""Baptism of Fire""]","[""Ambushes the enemy, with a 75% chance to [b]steal[/b] on buff."", ""Attacks the enemy with an unseen blade and grants [color=#1080e5]stealth[/color] to the caster for 2 turns. At the end of the turn, [b]detonates[/b] any [color=red]bleeding[/color] effects and [color=red]bombs[/color] inflicted on the target."", ""Attacks the enemy with a dagger and bomb, [b]decreasing buff durations[/b] by 1 turn, inflicting [color=red]bleeding[/color] and planting a [color=red]bomb[/color] for 2 turns, before [b]increasing Combat Readiness[/b] of the caster by 50%. When the target is a Fire elemental Hero, [b]ignores Effect Resistance[/b] and [b]increases Combat Readiness[/b] of the caster by an additional 50%.""]","['', '3 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100% and [b]steals[/b] two buffs."", """", """"]"
c1011,Karin,assassin,ice,"[""Sequential Cutter"", ""Blade Art: Flash"", ""Blade Art: Thunder""]","[""Strikes the enemy with a sword. A critical hit will [b]decrease skill cooldown[/b] by 1 turn."", ""Slashes the enemy. A critical hit will [color=red]decrease Defense[/color] for 1 turn and grant an [b]extra turn[/b] to the caster."", ""Cuts the enemy with lightning speed. Damage dealt increases with a critical hit.""]","['', '4 turns', '6 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1087,Furious,ranger,ice,"[""Quickdraw"", ""Morale Boost"", ""Fatal Bullet""]","[""Fires a gun while dashing towards the enemy, with a [color=orange]35%[/color] chance to [color=red]burn[/color] for 2 turns."", ""Raises morale of all allies, granting [color=#1080e5]increased Critical Hit Chance[/color] for 2 turns, before granting an [b]extra turn[/b] to the caster."", ""Attacks with a fatal shot, with a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.""]","['', '3 turns', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1037,Dominiel,mage,ice,"[""Hail"", ""Nixied's Grace"", ""Ice Spear""]","[""Throws ice fragments at the enemy, with a [color=orange]40%[/color] chance to [color=red]stun[/color] for 1 turn."", ""When an ally suffers a critical hit, has a 35% chance to activate Blizzard Cape. Can only be activated once every [color=orange]3[/color] turns. [b]Blizzard Cape[/b] : Casts a [color=#1080e5]barrier[/color] and [color=#1080e5]reflect[/color] on all allies for 2 turns with frost magic. Barrier strength increases proportional to the [b]ally's max Health[/b]."", ""Attacks [b]all enemies[/b] with a large block of ice, with a [color=orange]90%[/color] chance to [color=red]stun[/color] for 1 turn and a [color=orange]100%[/color] chance to [b]decrease Combat Readiness[/b] by 15%. [color=#1080e5]Increases Speed[/color] of the caster for 2 turns.""]","['', '3 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 60%."", """", """"]"
c1043,Romann,mage,ice,"[""Gravity Arrow"", ""Gravitation"", ""Event Horizon""]","[""Shoots gravity arrows at the enemy, [b]decreasing Combat Readiness[/b] by [color=orange]10%[/color], and [b]increasing Combat Readiness[/b] of the caster by [color=orange]10%[/color]."", ""Attacks [b]all enemies[/b] with a magic circle, with a 50% chance each to [b]decrease Combat Readiness[/b] by [color=orange]20%[/color] four times."", ""Shoots a powerful gravity sphere to attack [b]all enemies[/b], [b]dispelling all buffs[/b] before inflicting [color=red]restrict[/color] and two [color=red]poison[/color] effects for 2 turns. [b]Increases Combat Readiness[/b] of the caster by 50%.""]","['', '3 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Skill cooldown is decreased by 2 turns."", """"]"
c1010,Zerato,mage,ice,"[""Ice Shard"", ""Ice Pick"", ""Iceberg""]","[""Attacks an enemy with an ice pick, with a [color=orange]50%[/color] chance to [color=red]decrease Speed[/color] for 2 turns."", ""Attacks the enemy repeatedly, [b]increasing the caster's Combat Readiness[/b] by 50%. Damage dealt is increased when the enemy is debuffed."", ""Attacks [b]all enemies[/b] with a giant iceberg, with a [color=orange]75%[/color] chance to [color=red]stun[/color] for 1 turn.""]","['', '3 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases damage dealt."", """"]"
c1062,Angelica,manauser,ice,"[""Holy Strike"", ""Origin of Life"", ""Guide of the Goddess""]","[""Attacks with a staff, with a [color=orange]25%[/color] chance to [color=red]stun[/color] for 1 turn."", ""[b]Recovers[/b] ally's Health, as well as that of another ally with the least Health, with healing power. Amount recovered is proportional to the [b]caster's max Health[/b]."", ""[b]Recovers[/b] the Health of all allies and grants a [color=#1080e5]barrier[/color] and [color=#1080e5]immunity[/color] for 2 turns. Amount recovered and barrier strength are proportional to the [b]Caster's max Health[/b].""]","['', '2 turns', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Extends duration of buffs granted by this skill for 2 turns.""]"
c1013,Cartuja,warrior,earth,"[""Shred"", ""Danger Zone"", ""Predatory Roar""]","[""Attacks with sharp claws, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""[b]Combat Readiness increases[/b] by [color=orange]15%[/color] at the moment the caster is attacked. [b]Combat Readiness increases[/b] by an additional 10% when the caster's Health is 50% or less."", ""Attacks [b]all enemies[/b] with wild energy, with a [color=orange]100%[/color] chance to [color=red]decrease Attack[/color] for 2 turns. [b]Recovers[/b] 50% of the caster's max Health before granting them [color=#1080e5]increased Defense[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's max Health[/b], with additional damage increase when the caster's Health is 75% or less.""]","['', '', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1035,Purrgis,warrior,earth,"[""Falling Strike"", ""Get Lost!"", ""Final Blow""]","[""Mows down the enemy with a great sword, with a [color=orange]50%[/color] chance each to [color=red]decrease Speed[/color] for 2 turns and [b]decrease Combat Readiness[/b] by 20%. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""When attacked, has a [color=orange]30%[/color] chance to [b]counterattack[/b]. Counterattacks with Get Lost!. [b]Get Lost![/b] ( [color=#1080e5]Acquire 1 Soul[/color] ): Attacks [b]all enemies[/b] with a great sword. Inflicts the same debuffs as Falling Strike, before a 15% chance to [color=red]stun[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's max Health[/b]. This attack receives effects that are applied to the basic skill."", ""Attacks [b]all enemies[/b] with a powerful ground pound, with a 50% chance to [color=red]stun[/color] for 1 turn. Has a 100% chance to [color=red]stun[/color] for 1 turn when the target's Health is 30% or less. Damage dealt increases proportional to the [b]caster's max Health[/b].""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1008,Armin,knight,earth,"[""Takedown"", ""Protect"", ""Shield Wall""]","[""Attacks the enemy with a shield, with a [color=orange]35%[/color] chance to [color=red]stun[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Defense[/b]. When it is not the caster's turn, this attack changes into an attack that target's [b]all enemies[/b]."", ""When attacked, has a [color=orange]25%[/color] chance to [b]counterattack[/b]. When an ally is attacked by a Single Attack, [b]decreases damage suffered[/b] by 30%. When more than one damage reduction effect is granted, only the strongest effect is applied."", ""Uses the Shield of Light to [b]dispel one debuff[/b] from all allies, and grants [color=#1080e5]increased Defense[/color] to the caster for 2 turns, and a [color=#1080e5]barrier[/color] to all allies for 2 turns. Barrier strength increases proportional to the [b]caster's Defense[/b].""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Extends the duration of buffs granted by this skill by 1 turn.""]"
c1014,Cidd,assassin,earth,"[""Relentless Strike"", ""Wind's Resolve"", ""Hack""]","[""Attacks the enemy with a dagger. Damage dealt increases proportional to the [b]caster's Speed[/b]. When the caster is granted [color=#1080e5]increased Speed[/color], uses Whirlwind instead of Relentless Strike. [b]Whirlwind[/b] : Attacks the enemy repeatedly, [color=red]decreasing Defense[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""A critical hit will [color=#1080e5]increase Speed[/color] of the caster for 1 turn, with a [color=orange]100%[/color] chance to grant a [color=#1080e5]random buff[/color] for 1 turn. A random buff can be granted once per turn."", ""Attacks the enemy by slashing at them with daggers, granting an [b]extra turn[/b] when the enemy is defeated. Attacks using an [b]advantageous element[/b] when the caster is granted [color=#1080e5]increased Speed[/color]. Damage dealt increases proportional to [b]caster's Speed[/b].""]","['', '1 turns', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c1029,Leo,ranger,earth,"[""Sparrow Dive"", ""Fox Hunt"", ""Flying Racoo""]","[""Attacks the enemy with a slingshot, with a [color=orange]35%[/color] chance to [color=red]stun[/color] for 1 turn."", ""Attacks with a slingshot, with a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns, and a 50% chance to use Sparrow Dive."", ""Racoo flies into the enemies like a bullet and [b]attacks all[/b] of them, [color=red]decreasing Speed[/color] for 2 turns, with a 75% chance to [color=red]stun[/color] for 1 turn.""]","['', '3 turns', '4 turns']","['', 'Soulburn (10 souls)', '']","["""", ""[b]Skill cooldown is decreased[/b] by 2 turns."", """"]"
